name,rating,position,version,price,skills,weak_foot,work_rate,pace,shooting,passing,dribbling,defending,physicality,height,base_stats,in_game_stats
Marino Arzamendia,62,GK,Normal,900,1,2,M \ M,61,60,55,62,29,61,"190cm | 6'3""",-1,328
Indiana Vassilev,62,"RM,RW,LW",Normal,300,3,3,H \ L,73,61,55,65,32,49,"175cm | 5'9""",2,335
Hyun Muk Kang,62,"CM,CAM",Normal,1K,3,3,H \ M,70,51,61,69,42,63,"173cm | 5'8""",-2,356
Marcelo Palomino,62,"CAM,CM",Normal,1.7K,3,3,H \ L,60,52,58,69,33,44,"178cm | 5'10""",0,316
Dylan Nealis,62,"RB,RWB",Normal,200,2,2,H \ H,67,40,46,56,61,65,"181cm | 5'11""",0,335
Brian Anunga,62,"CDM,CM",Normal,200,3,4,M \ M,61,40,58,56,56,68,"180cm | 5'11""",5,339
Sebastian Berhalter,62,"CDM,CM",Normal,200,2,2,M \ H,68,43,59,63,57,61,"175cm | 5'9""",0,351
Jayden Nelson,62,"LM,RM,LW",Normal,1.9K,4,4,M \ M,83,59,51,72,45,44,"170cm | 5'7""",5,354
Denilson Ovando,62,"RM,RW",Libertadores,1.7K,2,2,M \ M,78,53,58,63,23,46,"183cm | 6'0""",0,321
Ole Martin Kolskogen,62,CB,Normal,200,2,2,M \ M,70,38,48,55,62,65,"187cm | 6'2""",0,338
Ivan Mesík,62,CB,Normal,3K,2,3,M \ M,61,41,59,60,60,68,"186cm | 6'1""",2,349
Anton Kralj,62,"LB,LWB,LM",Normal,900,3,2,H \ M,70,34,48,55,58,47,"164cm | 5'5""",1,312
Alexander Johansson,62,"ST,CF,LW",Normal,1.8K,2,2,M \ M,71,58,55,63,49,65,"189cm | 6'2""",-1,361
George Thomason,62,"CM,CDM",Normal,200,2,2,H \ H,64,53,58,63,56,64,"177cm | 5'10""",-1,358
Nico Gorzel,62,"CM,CDM",Normal,200,2,3,M \ M,68,46,60,62,57,65,"175cm | 5'9""",0,358
Andri Fannar Baldursson,62,"CDM,CM",Normal,700,3,3,M \ M,60,49,59,62,60,63,"187cm | 6'2""",1,353
John Pulskamp,62,GK,Normal,200,1,1,M \ M,63,60,59,62,25,62,"188cm | 6'2""",-2,331
Luca Horn,62,"LM,LB,LW",Normal,200,2,3,H \ M,73,54,59,63,39,54,"177cm | 5'10""",0,342
Mayckel Lahdo,62,"RW,RM,LW",Normal,1.1K,3,3,M \ M,80,54,54,65,27,53,"180cm | 5'11""",1,333
Jasper Moon,62,CB,Normal,650,2,3,L \ H,62,26,37,39,62,66,"186cm | 6'1""",2,292
Jeriel Dorsett,62,CB,Normal,200,2,3,M \ M,71,26,45,52,61,76,"185cm | 6'1""",1,331
Damon Bansais,62,"RB,RWB",Normal,10K,2,2,M \ M,73,29,51,58,57,70,"177cm | 5'10""",1,338
Sebastian Osigwe,62,GK,Normal,200,1,2,M \ M,65,64,61,61,31,59,"185cm | 6'1""",0,341
Louis Appéré,62,"ST,CF",Normal,200,3,3,H \ M,73,60,58,62,40,67,"185cm | 6'1""",3,360
Jin Yong Lee,62,"CM,RWB",Normal,200,2,3,M \ M,60,45,54,59,61,65,"180cm | 5'11""",-1,344
Joel Dixon,62,GK,Normal,200,1,3,M \ M,61,60,65,63,29,61,"193cm | 6'4""",-2,339
Josh Atencio,62,"CDM,CM",Normal,200,2,3,M \ H,60,37,50,51,63,70,"185cm | 6'1""",0,331
Xavier Dziekoński,62,GK,Normal,1.2K,1,2,M \ M,62,62,62,65,32,60,"188cm | 6'2""",0,343
Daniel Pike,62,"RWB,RB",Normal,200,2,3,M \ H,74,33,52,60,56,56,"175cm | 5'9""",0,331
Martin Kreuzriegler,62,"CB,LWB",Normal,200,2,3,M \ M,59,28,44,46,62,65,"185cm | 6'1""",1,304
Pablo Bonilla,62,"RB,RWB,LB",Normal,200,2,3,H \ M,84,47,59,64,52,55,"173cm | 5'8""",-1,361
Mathis Picouleau,62,CM,Normal,200,2,3,M \ M,65,51,63,69,53,41,"171cm | 5'7""",1,342
Oscar Vilhelmsson,62,"ST,CF",Normal,200,2,2,H \ M,70,60,41,55,29,65,"188cm | 6'2""",1,320
Lars Markmanrud,62,"RB,RWB,CDM",Normal,200,2,3,M \ M,68,36,47,57,59,60,"180cm | 5'11""",2,327
Jordan Carrillo,62,"LM,LW",Normal,200,3,4,M \ L,70,58,57,68,34,54,"168cm | 5'6""",8,341
Jannes Wieckhoff,62,"RB,RWB,RM",Normal,200,2,3,H \ M,75,44,55,61,56,58,"188cm | 6'2""",-1,349
Armin Gremsl,62,GK,Normal,450,1,2,M \ M,63,59,61,64,43,59,"190cm | 6'3""",1,349
Daniel Șerbănică,62,"LWB,LB",Normal,200,2,3,M \ H,67,36,53,46,60,68,"181cm | 5'11""",0,330
Andrei Panait,62,"CDM,CM",Normal,200,2,2,M \ H,54,44,54,44,60,71,"182cm | 6'0""",-1,327
Flavius Croitoru,62,GK,Normal,200,1,2,M \ M,64,61,67,61,43,50,"192cm | 6'4""",0,346
Ionuț Rădescu,62,"RWB,RB,RW",Normal,200,3,3,H \ M,70,59,59,60,52,57,"176cm | 5'9""",0,357
Marco Brescianini,62,"CDM,CM",Normal,200,2,3,L \ M,58,44,58,59,55,69,"188cm | 6'2""",1,343
Florin Ilie,62,CB,Normal,300,2,2,M \ M,61,35,43,41,61,74,"188cm | 6'2""",4,315
Warren Burrell,62,"CB,RB,LB",Normal,1.5K,2,4,M \ H,69,38,52,57,59,74,"178cm | 5'10""",0,349
Jonas Kersken,62,GK,Normal,200,1,3,M \ M,64,63,62,64,25,63,"190cm | 6'3""",5,341
Victor Méndez Exposito,62,GK,Normal,200,1,3,M \ M,65,62,52,64,28,60,"188cm | 6'2""",0,331
Ethan Chislett,62,CAM,Normal,200,3,3,M \ M,74,58,59,63,52,59,"178cm | 5'10""",2,365
Yannik Möker,62,"CDM,CM",Normal,200,2,4,H \ M,74,52,55,60,59,68,"180cm | 5'11""",-1,368
Jefferson Cáceres,62,"RW,RM",Sudamericana,2K,2,2,M \ M,72,60,54,66,23,41,"170cm | 5'7""",1,316
Ahmet Gülay,62,"LB,LWB",Normal,200,2,3,M \ M,66,41,55,61,58,56,"174cm | 5'9""",3,337
Luca Stellwagen,62,"LB,LWB",Normal,200,2,3,M \ M,82,39,49,61,56,61,"179cm | 5'10""",3,348
Luca Hoole,62,"RB,RWB",Normal,200,2,2,H \ M,76,32,54,58,57,64,"180cm | 5'11""",1,341
Owura Edwards,62,"LM,RM,LW",Normal,200,3,3,H \ M,84,53,53,66,32,52,"168cm | 5'6""",-1,340
Botond Balogh,62,CB,Normal,200,2,3,M \ M,59,30,36,36,64,64,"189cm | 6'2""",3,289
Harrison Ashby,62,"RB,RWB",Normal,800,2,3,H \ M,78,40,51,57,55,62,"180cm | 5'11""",7,343
Gutiérrez,62,"CF,CAM,ST",Libertadores,850,3,3,M \ M,71,61,62,63,40,49,"173cm | 5'8""",-1,346
Casper Staring,62,"CB,CDM",Normal,4.2K,2,3,M \ M,65,43,54,54,61,64,"186cm | 6'1""",1,341
Ole Romeny,62,"LM,RM,CAM,LW",Normal,200,3,4,H \ L,68,64,55,64,29,62,"185cm | 6'1""",3,342
Jack Maher,62,CB,Normal,200,2,2,M \ M,58,24,41,48,63,68,"190cm | 6'3""",0,302
Pere Joan García Bauzà,62,GK,Normal,200,1,2,M \ M,53,59,66,64,54,66,"188cm | 6'2""",1,362
Joshua Laws,62,"CB,CDM",Normal,200,2,2,M \ M,63,34,52,53,61,68,"183cm | 6'0""",1,331
Marcos García Trabanco,62,"RM,RB,RW",Normal,200,2,3,M \ M,79,55,57,62,35,56,"177cm | 5'10""",1,344
Deian Verón,62,CM,Normal,2.7K,2,3,M \ M,66,53,58,62,53,67,"180cm | 5'11""",6,359
David Rodríguez Ramos,62,"RB,RWB,CB",Normal,200,2,3,M \ M,74,48,52,60,60,59,"175cm | 5'9""",-1,353
Jeyson Chura,62,"RW,RM",Normal,900,3,3,H \ M,74,57,50,66,23,54,"166cm | 5'5""",0,324
Antonio Sola Villalba,62,"LB,LWB,LM",Normal,200,2,2,M \ M,64,37,49,53,61,59,"175cm | 5'9""",1,323
Javier Hernández Tarroc,62,CB,Normal,250,2,3,L \ M,59,30,41,50,62,66,"185cm | 6'1""",1,308
Max Bruns,62,"CDM,CB",Normal,500,2,3,M \ H,63,43,59,57,59,62,"183cm | 6'0""",3,343
Thomas Aquilina,62,"RB,RWB,LB",Normal,550,3,4,H \ H,83,22,49,61,54,61,"178cm | 5'10""",2,330
Juan Pablo Romero,62,GK,Normal,2.4K,1,2,M \ M,68,62,54,58,27,60,"181cm | 5'11""",1,329
Gustav Granath,62,CB,Normal,200,2,3,M \ M,63,27,51,41,61,65,"191cm | 6'3""",-1,308
Adam Carlén,62,"CM,CDM",Normal,1.4K,3,3,M \ H,68,43,56,68,61,76,"193cm | 6'4""",0,372
Boubacar Fall,62,GK,Normal,200,1,3,M \ M,62,63,63,65,26,61,"198cm | 6'6""",1,340
Mamadi Caba Camará,62,"CAM,RM,LM",Normal,200,3,2,M \ M,78,51,59,66,41,44,"174cm | 5'9""",3,339
Syb van Ottele,62,"CB,CDM",Normal,200,2,2,M \ M,50,32,46,45,63,68,"185cm | 6'1""",0,304
Paxten Aaronson,62,CAM,Normal,2.2K,2,3,H \ M,77,54,60,65,37,51,"175cm | 5'9""",14,344
Bryan Caicedo,62,CB,Sudamericana,850,2,3,M \ M,58,26,46,44,61,68,"180cm | 5'11""",0,303
Lucas Besozzi,62,"LM,RM,LW",Normal,200,3,3,M \ M,66,59,58,63,27,46,"176cm | 5'9""",0,319
Amjhad Nazih,62,GK,Normal,200,1,2,M \ M,66,61,59,65,41,58,"192cm | 6'4""",3,350
Csaba Bukta,62,"RM,RWB,LM,RW",Normal,200,3,3,H \ M,84,53,54,65,41,40,"176cm | 5'9""",3,337
Solomon Owusu,62,"CB,CDM",Normal,200,2,3,M \ H,76,39,47,51,60,67,"176cm | 5'9""",0,340
Bénie Traore,62,"RW,RM",Normal,200,2,3,H \ M,79,53,52,66,29,51,"172cm | 5'8""",1,330
Moussa Doumbouya,62,"ST,LM,CF,LW",Normal,200,2,3,M \ L,71,61,47,63,19,61,"188cm | 6'2""",1,322
Bruno Valdez,62,"LB,LWB",Libertadores,1.4K,2,3,L \ M,74,42,48,59,59,61,"179cm | 5'10""",0,343
Facundo Ferrero,62,GK,Normal,2.9K,1,3,M \ M,64,62,59,60,32,58,"185cm | 6'1""",0,335
David Justin Taylor,62,"RB,RWB,LB",Normal,200,2,2,H \ M,70,30,50,56,59,70,"173cm | 5'8""",-1,335
Luis Mateo Ortíz,62,"CDM,RB,CB",Normal,850,2,2,M \ M,68,33,56,55,62,59,"182cm | 6'0""",1,333
Justo Giani,62,"RW,RM,LM,LW",Normal,1.1K,3,3,H \ L,71,60,59,62,25,53,"180cm | 5'11""",0,330
Louis Patris,62,CB,Normal,200,2,3,M \ M,73,49,46,53,62,64,"185cm | 6'1""",3,347
Sander Erik Kartum,62,"CM,CDM",Normal,200,2,3,M \ M,59,53,59,64,54,65,"180cm | 5'11""",1,354
Brynjólfur Willumsson,62,"ST,CF",Normal,200,3,3,H \ L,70,61,54,63,37,66,"185cm | 6'1""",-1,351
Brahim Traoré,62,"CB,CDM",Normal,950,2,4,M \ M,67,30,41,43,63,70,"190cm | 6'3""",1,314
Andréas Hountondji,62,"LM,ST,LW",Normal,200,2,3,M \ M,71,58,54,63,19,58,"175cm | 5'9""",0,323
Ovelar,62,"RM,RW,LW",Libertadores,1.1K,3,3,M \ M,71,58,58,64,48,50,"170cm | 5'7""",2,349
Eskil Smidesang Edh,62,"RWB,RB,LWB",Normal,200,2,3,H \ M,80,48,55,61,56,58,"178cm | 5'10""",0,358
Jhondly van der Meer,62,CB,Normal,200,2,2,M \ M,56,24,35,39,64,68,"183cm | 6'0""",0,286
Filip Balaj,62,"ST,CF",Normal,1.6K,2,3,M \ M,61,60,45,59,44,73,"192cm | 6'4""",0,342
Jorge Chanza Zapata,62,GK,Normal,200,1,3,M \ M,62,63,64,61,33,60,"182cm | 6'0""",1,343
Jonatan Braut-Brunes,62,"ST,CF",Normal,200,3,3,M \ M,72,60,53,62,42,67,"188cm | 6'2""",4,356
Diego Gutiérrez Chinea,62,"CDM,CM",Normal,200,2,4,M \ M,60,44,56,63,61,55,"171cm | 5'7""",0,339
Sofus Berger,62,"CAM,CM,RW",Normal,200,3,3,H \ M,72,52,58,66,49,50,"175cm | 5'9""",-1,347
Maximilian Hippe,62,CB,Normal,1.5K,2,4,M \ M,64,24,35,41,62,72,"194cm | 6'4""",1,298
Sebastian Aigner,62,"CDM,CM",Normal,200,2,3,M \ M,65,42,56,62,57,64,"180cm | 5'11""",0,346
Claudio Kammerknecht,62,CB,Normal,200,2,3,M \ M,57,23,44,45,62,69,"185cm | 6'1""",2,300
Luca Herrmann,62,"CM,CAM",Normal,200,2,3,M \ M,66,52,68,63,49,64,"176cm | 5'9""",2,362
Alexandru Iacob,62,CB,Normal,1.4K,2,2,M \ M,50,35,41,47,61,73,"188cm | 6'2""",1,307
Daniel Paraschiv,62,"ST,CF",Normal,600,2,2,H \ L,70,61,48,58,21,64,"178cm | 5'10""",-2,322
Lukas Prokop,62,"LWB,LB",Normal,2.2K,2,3,M \ M,71,38,53,60,55,59,"171cm | 5'7""",0,336
Cottrell Ezekwem,62,CB,Normal,200,2,3,L \ H,55,27,40,41,63,74,"202cm | 6'8""",4,300
Jonas Fedl,62,"CB,RB,CDM",Normal,200,2,3,M \ M,60,26,39,46,63,64,"188cm | 6'2""",0,298
Marvin Senaya,62,"RB,RWB,LB",Normal,200,2,3,L \ H,68,37,50,55,62,59,"179cm | 5'10""",1,331
Sultan Al Shamsi,62,"LM,LW",Normal,6.5K,3,3,M \ M,74,62,57,64,29,54,"176cm | 5'9""",0,340
Andrzej Trubeha,62,"ST,CF",Normal,1.8K,3,3,M \ M,59,62,42,59,19,60,"186cm | 6'1""",0,301
Denys Antyukh,62,"LM,LW",Normal,200,3,3,M \ M,70,56,61,58,44,62,"183cm | 6'0""",2,351
Seok-ju Hong,62,"ST,CF",Normal,200,2,3,M \ M,67,58,48,65,23,62,"187cm | 6'2""",2,323
Joe Kizzi,62,"RB,RWB",Normal,200,2,3,M \ M,68,51,56,58,57,70,"185cm | 6'1""",0,360
Noah Bischof,62,"ST,LM,CF",Normal,200,2,3,H \ M,77,60,48,63,22,54,"185cm | 6'1""",0,324
Jean Botué,62,"ST,CF",Normal,700,2,2,H \ L,71,61,50,67,21,51,"184cm | 6'0""",3,321
Clemens Riedel,62,CB,Normal,200,2,3,M \ M,55,25,38,46,65,60,"186cm | 6'1""",2,289
Myles Peart-Harris,62,"CAM,CM",Normal,200,2,3,M \ L,63,63,62,62,39,57,"187cm | 6'2""",2,346
Martin Wasinski,62,CB,Normal,900,2,3,M \ H,67,27,45,57,61,61,"185cm | 6'1""",2,318
David Jacovic,62,"CDM,RB,CM",Normal,200,2,2,L \ M,58,45,56,62,59,61,"186cm | 6'1""",0,341
Kacper Sezonienko,62,"LM,RM,ST,LW",Normal,200,2,3,H \ M,75,58,55,58,27,59,"190cm | 6'3""",0,332
Jesurun Rak-Sakyi,62,"RW,RM",Normal,200,3,3,H \ M,73,61,57,64,24,46,"178cm | 5'10""",4,325
Alan Godoy Domínguez,62,"ST,LM,CF",Normal,700,2,3,M \ M,74,61,48,68,31,43,"178cm | 5'10""",0,325
Amankwaa Akurugu,62,"LB,LWB",Normal,200,2,3,M \ M,73,29,46,56,58,55,"174cm | 5'9""",0,317
Luca Everink,62,"RB,RWB",Normal,5K,2,3,M \ M,72,31,47,58,59,68,"179cm | 5'10""",1,335
Owen Gene,62,"RWB,RB",Normal,200,2,3,M \ M,66,46,57,61,58,65,"180cm | 5'11""",1,353
Pablo Valencia García,62,GK,Normal,250,1,3,M \ M,66,61,60,67,22,59,"188cm | 6'2""",0,335
Hady Camara,62,CB,Normal,1.2K,2,3,M \ M,53,32,48,49,60,69,"197cm | 6'6""",2,311
Sam Cosgrove,62,"ST,CF",Normal,200,2,3,H \ L,53,63,48,56,27,77,"192cm | 6'4""",3,324
Yari Otto,62,"CAM,CM,ST",Normal,200,2,3,M \ M,68,58,54,65,42,61,"180cm | 5'11""",6,348
Moustapha Mbow,62,CB,Normal,200,2,2,M \ M,61,29,39,45,62,69,"192cm | 6'4""",1,305
Dennis Politic,62,"RM,LM,RW",Normal,200,3,3,H \ M,79,58,56,64,30,59,"175cm | 5'9""",3,346
Zachary Duncan,62,CM,Normal,200,3,3,M \ M,67,50,57,64,58,70,"183cm | 6'0""",2,366
Dynel Simeu,62,CB,Normal,1K,2,2,M \ M,62,29,46,47,60,73,"187cm | 6'2""",6,317
Gassan Ahadme,62,"ST,CF",Normal,200,3,2,H \ M,60,60,50,61,30,65,"188cm | 6'2""",1,326
Liam Shaw,62,"CM,CDM",Normal,200,2,3,H \ H,68,57,58,66,55,67,"188cm | 6'2""",1,371
Flynn Clarke,62,CAM,Normal,200,2,2,H \ L,71,48,56,64,31,50,"180cm | 5'11""",0,320
Fin Stevens,62,"RWB,RB",Normal,5.9K,2,3,H \ M,63,44,58,62,57,64,"173cm | 5'8""",0,348
Andy Lonergan,62,GK,Normal,300,1,1,M \ M,61,62,50,63,40,64,"192cm | 6'4""",2,340
Colin Doyle,62,GK,Normal,200,1,3,M \ M,61,62,62,61,32,61,"196cm | 6'5""",1,339
Glenn Whelan,62,CDM,Normal,200,2,3,L \ M,30,55,61,56,62,62,"180cm | 5'11""",6,326
James McKeown,62,GK,Normal,200,1,3,M \ M,62,61,60,63,44,61,"187cm | 6'2""",0,351
Amin Nouri,62,"RWB,RB",Normal,250,3,4,M \ M,61,48,55,62,58,65,"180cm | 5'11""",3,349
Kieran Agard,62,"ST,CF",Normal,200,2,3,M \ H,61,62,55,62,38,59,"176cm | 5'9""",1,337
Luke Waterfall,62,CB,Normal,200,2,3,M \ H,48,37,36,42,61,75,"188cm | 6'2""",1,299
Pontus Engblom,62,"ST,CF",Normal,200,2,4,M \ M,70,58,52,60,27,69,"183cm | 6'0""",1,336
Mamoutou N'Diaye,62,"CDM,RB,CM",Normal,200,2,3,M \ H,59,49,58,60,61,70,"179cm | 5'10""",0,357
Mathias Wichmann,62,CM,Normal,200,2,3,M \ H,52,57,63,62,60,70,"183cm | 6'0""",-1,364
Adrián Sardinero Corpa,62,"LM,CM,LW",Normal,200,2,3,M \ M,73,56,57,64,45,59,"175cm | 5'9""",0,354
Matej Delac,62,GK,Normal,200,1,2,M \ M,65,61,60,64,35,63,"190cm | 6'3""",1,348
Marcel Rømer,62,"CM,CDM",Normal,200,2,3,M \ M,54,51,59,62,61,76,"181cm | 5'11""",2,363
Piotr Malarczyk,62,CB,Normal,200,2,3,M \ H,51,29,44,50,61,71,"189cm | 6'2""",2,306
Maxime Hautbois,62,GK,Normal,200,1,2,M \ M,59,64,61,64,43,61,"181cm | 5'11""",-2,352
Matthias Maak,62,CB,Normal,200,2,3,L \ M,35,32,47,45,62,68,"191cm | 6'3""",-1,289
Sam Walker,62,GK,Normal,200,1,2,M \ M,64,61,60,63,42,61,"198cm | 6'6""",0,351
Mirko Ivanovski,62,"ST,CF",Normal,350,2,3,H \ M,68,60,51,62,29,68,"182cm | 6'0""",0,338
Jianbin Li,62,CB,Normal,200,2,4,L \ M,67,22,40,43,60,76,"185cm | 6'1""",-2,308
Luke Young,62,"CDM,CM",Normal,200,2,2,H \ M,51,58,62,61,57,65,"173cm | 5'8""",3,354
Edson Seidou,62,"LB,LWB",Normal,200,2,2,H \ M,66,50,59,62,57,74,"182cm | 6'0""",0,368
Emyr Huws,62,CM,Normal,200,2,3,M \ M,62,60,63,63,60,64,"185cm | 6'1""",-1,372
Euan Murray,62,CB,Normal,200,2,2,M \ M,53,35,48,50,60,73,"190cm | 6'3""",1,319
Max Wegner,62,"ST,CF",Normal,250,2,4,H \ H,71,61,49,63,34,76,"179cm | 5'10""",8,354
Paul Charruau,62,GK,Normal,200,1,2,M \ M,64,59,57,63,46,63,"187cm | 6'2""",0,352
Papa Diouf,62,"ST,CF",Normal,800,2,3,H \ M,86,60,53,64,30,69,"180cm | 5'11""",4,362
Luke Gambin,62,"CAM,CM,LM",Normal,200,3,3,M \ M,68,56,59,67,46,42,"168cm | 5'6""",3,338
Abdullah Al Owayshir,62,GK,Normal,200,1,3,M \ M,67,57,60,64,38,55,"184cm | 6'0""",-3,341
Lukasz Sierpina,62,"LB,LWB,LM",Normal,1.3K,2,2,H \ H,75,55,57,60,55,71,"174cm | 5'9""",0,373
Emre Nefiz,62,"RB,RWB,RM,LM",Normal,3K,3,3,H \ M,74,63,62,68,55,57,"178cm | 5'10""",2,379
Luke Hendrie,62,"RB,RWB",Normal,200,2,3,M \ H,67,35,54,58,58,71,"187cm | 6'2""",1,343
Gregory Karlen,62,"CM,CAM",Normal,200,2,3,H \ M,65,62,62,61,56,64,"187cm | 6'2""",2,370
David Moyo,62,"ST,CF",Normal,350,2,3,M \ H,77,61,45,61,23,74,"183cm | 6'0""",1,341
Pascal Gregor,62,"CB,RB",Normal,200,2,3,M \ M,63,39,53,58,60,68,"189cm | 6'2""",0,341
Eroll Zejnullahu,62,"CM,CDM,CAM",Normal,200,3,3,M \ M,71,57,61,65,59,61,"180cm | 5'11""",4,374
Ryan Croasdale,62,CDM,Normal,200,2,3,M \ H,65,52,57,63,58,60,"170cm | 5'7""",1,355
Davide Voltan,62,"RW,RM,LW",Normal,950,3,2,M \ M,67,60,60,63,21,51,"177cm | 5'10""",1,322
Tim Paterok,62,GK,Normal,200,1,2,M \ M,64,61,62,64,33,60,"194cm | 6'4""",1,344
Jakub Vojtuš,62,"ST,CF",Normal,200,2,4,H \ L,69,62,51,61,24,68,"186cm | 6'1""",1,335
Jonas Gemmer,62,"CM,CDM",Normal,200,3,3,M \ M,63,52,61,64,61,71,"183cm | 6'0""",0,372
Senwen Luo,62,"CM,CDM",Normal,200,3,3,M \ H,66,61,59,61,58,71,"188cm | 6'2""",0,376
Nebojša Kosovic,62,CDM,Normal,200,2,4,M \ M,66,63,65,65,58,47,"177cm | 5'10""",0,364
Jin Cheng,62,"LM,CDM,LW",Normal,200,2,3,H \ L,66,54,62,62,41,47,"175cm | 5'9""",0,332
Otis Khan,62,"RM,RB,RW",Normal,200,3,3,M \ M,80,54,57,63,53,56,"170cm | 5'7""",2,363
Connor Lemonheigh-Evans,62,CAM,Normal,200,2,3,H \ M,76,59,59,64,39,58,"179cm | 5'10""",0,355
François-Xavier Fumu Tamuzo,62,"RM,CM,LM,RW",Normal,200,3,2,H \ L,88,56,51,66,32,59,"180cm | 5'11""",1,352
Pawel Lenarcik,62,GK,Normal,200,1,3,M \ M,60,60,65,60,24,65,"190cm | 6'3""",0,334
Macauley Southam-Hales,62,"RWB,RB",Normal,200,2,3,H \ M,77,45,52,60,55,58,"175cm | 5'9""",0,347
Junlin Min,62,"CDM,CM",Normal,400,2,3,M \ M,58,47,53,54,58,69,"176cm | 5'9""",0,339
Kuo Yang,62,"RWB,RB,CM",Normal,200,2,2,H \ M,76,52,56,56,56,68,"183cm | 6'0""",0,364
Nico Knystock,62,"LB,LWB",Normal,200,2,4,M \ H,72,44,56,64,57,56,"165cm | 5'5""",3,349
Massimiliano Gatto,62,"LM,RM,CAM,LW",Normal,200,3,3,H \ M,71,54,60,64,34,52,"182cm | 6'0""",0,335
Brandur Hendriksson Olsen,62,"CM,LM",Normal,600,3,4,M \ M,55,60,64,64,50,67,"178cm | 5'10""",1,360
Kyle Wootton,62,"ST,CF",Normal,200,2,3,M \ M,68,60,45,60,26,69,"188cm | 6'2""",0,328
Haidong Lü,62,"LWB,LB,LM",Normal,200,2,3,H \ M,65,47,56,55,59,63,"180cm | 5'11""",0,345
Callum Roberts,62,"RM,CAM,RW",Normal,200,3,3,M \ M,69,61,57,64,28,40,"173cm | 5'8""",4,319
Chris Stokes,62,CB,Normal,200,2,3,L \ M,46,36,52,52,62,65,"184cm | 6'0""",1,313
Kris Twardek,62,"RM,LM,RW",Normal,200,3,3,M \ M,78,54,55,61,36,64,"186cm | 6'1""",1,348
Mouhamadou Sarr,62,GK,Normal,200,1,2,M \ M,65,60,55,70,43,55,"190cm | 6'3""",1,348
Kalle Joelsson,62,GK,Normal,200,1,3,M \ M,61,60,63,68,33,60,"183cm | 6'0""",0,345
Jordan Maguire-Drew,62,"RM,RW",Normal,2.3K,3,3,M \ M,73,60,59,63,34,61,"181cm | 5'11""",1,350
Armani Little,62,"CM,CAM",Normal,2.3K,3,4,H \ M,77,61,62,66,51,56,"175cm | 5'9""",1,373
Faisal Al Masrahi,62,GK,Normal,250,1,3,M \ M,61,60,57,63,46,61,"180cm | 5'11""",-1,348
James Tilley,62,"RWB,RB",Normal,2.7K,3,4,H \ M,67,57,59,65,54,52,"173cm | 5'8""",1,354
Will Collar,62,CM,Normal,200,2,2,H \ M,66,58,58,60,57,69,"181cm | 5'11""",1,368
Mikkel Pedersen,62,CM,Normal,200,2,3,M \ M,65,54,59,64,59,67,"182cm | 6'0""",-1,368
Nikolai Rehnen,62,GK,Normal,200,1,3,M \ M,63,58,60,63,35,62,"191cm | 6'3""",2,341
Rafal Leszczynski,62,GK,Normal,200,1,4,M \ M,64,60,60,62,38,60,"187cm | 6'2""",3,344
Adrián Zendejas,62,GK,Normal,1.5K,1,3,M \ M,66,61,59,64,37,60,"196cm | 6'5""",0,347
Chan Hee Han,62,"CM,CDM,CAM",Normal,4.1K,3,4,H \ M,67,60,62,64,48,67,"181cm | 5'11""",0,368
Joon Jae Myeong,62,"RM,LM,RW",Normal,0,2,3,H \ M,65,48,58,62,55,55,"178cm | 5'10""",0,343
Benedikt Kirsch,62,"CM,CDM",Normal,200,2,2,M \ M,64,41,60,62,57,68,"178cm | 5'10""",0,352
Felix Müller,62,"LM,CM,LW",Normal,1.5K,3,3,H \ H,79,51,55,63,55,63,"178cm | 5'10""",1,366
Frederik Gytkjær,62,"ST,CF",Normal,200,3,3,H \ H,61,61,57,64,35,61,"180cm | 5'11""",1,339
Rasmus Thellufsen,62,"CAM,CM",Normal,1.7K,3,3,M \ M,69,55,60,64,52,61,"185cm | 6'1""",1,361
Maximilian Jansen,62,"CDM,CM",Normal,200,2,3,M \ M,65,43,57,61,60,66,"179cm | 5'10""",0,352
Blair Alston,62,"CM,CAM",Normal,200,3,3,H \ M,64,58,64,65,50,61,"179cm | 5'10""",2,362
Titas Krapikas,62,GK,Normal,200,1,2,M \ M,62,60,59,64,25,58,"194cm | 6'4""",2,328
Jordan Green,62,"RM,RW,ST",Normal,200,3,2,M \ M,88,54,55,63,33,52,"168cm | 5'6""",28,345
Ataberk Dadakdeniz,62,GK,Normal,200,1,3,M \ M,63,61,58,65,30,58,"194cm | 6'4""",2,335
Edoardo Soleri,62,"ST,CF",Normal,200,2,3,M \ M,64,63,38,60,28,64,"192cm | 6'4""",0,317
Jake Hastie,62,"RW,RM,LW",Normal,200,3,3,M \ L,77,59,56,64,29,53,"181cm | 5'11""",1,338
Javier Jiménez García,62,CB,Normal,10K,2,3,M \ M,40,30,50,45,66,47,"182cm | 6'0""",-1,278
Dennis Lippert,62,"LB,LWB",Normal,200,2,3,M \ M,66,31,48,59,59,47,"172cm | 5'8""",0,310
Han Gil Kim,62,"LM,LWB,RM,LW",Normal,2.9K,2,3,H \ M,78,54,48,62,28,67,"178cm | 5'10""",0,337
Alfie Lewis,62,CM,Normal,200,3,3,H \ M,63,58,61,64,56,60,"176cm | 5'9""",2,362
Ayman Al Khulaif,62,"LW,LM,CAM,RW",Normal,200,2,3,H \ M,85,49,54,67,22,37,"163cm | 5'4""",0,314
